team,attAdv_nxtGWs,attPlayer1,attPlayer2,attPlayer3,attPlayer4,attPlayer5
FUL,-1,"Raúl (FWD, 2↑) ==> (5.866, 6.494)","Andreas (MID, 4↑) ==> (4.345, 4.704)","Smith Rowe (MID, 2↓) ==> (4.327, 3.704)","Iwobi (MID, ~) ==> (3.945, 3.778)","Nelson (MID, 3↑) ==> (3.182, 3.778)"
WHU,-1,"Antonio (FWD, 6↑) ==> (6.375, 6.901)","Bowen (MID, 5↑) ==> (5.261, 4.84)","Souček (MID, ~) ==> (3.945, 3.556)","L.Paquetá (MID, 5↑) ==> (3.782, 3.704)","Kudus (MID, 4↑) ==> (3.097, 3.062)"
MUN,-1,"Garnacho (MID, 2↑) ==> (2.533, 2.284)","Rashford (MID, ~) ==> (2.121, 1.617)","Mainoo (MID, 1↑) ==> (1.945, 1.926)","Amad (MID, 1↓) ==> (1.915, 1.21)","Eriksen (MID, 1↑) ==> (1.727, 1.926)"
IPS,-2,"Delap (FWD, 3↑) ==> (5.606, 5.494)","Morsy (MID, ~) ==> (3.454, 3.259)","Hutchinson (MID, ~) ==> (2.727, 2.556)","J.Clarke (MID, ~) ==> (1.933, 1.938)","Burns (MID, 1↑) ==> (1.357, 1.568)"
BRE,-3,"Mbeumo (MID, 3↑) ==> (7.933, 8.185)","Damsgaard (MID, 5↑) ==> (4.291, 3.889)","Carvalho (MID, 4↑) ==> (3.866, 4.074)","Lewis-Potter (MID, 3↑) ==> (3.194, 3.074)","Janelt (MID, 2↑) ==> (2.576, 2.37)"
WOL,-3,"Cunha (FWD, 5↑) ==> (5.551, 5.37)","Strand Larsen (FWD, 4↑) ==> (3.424, 2.741)","Bellegarde (MID, 3↑) ==> (2.739, 2.296)","Mario Jr. (MID, ~) ==> (2.34, 1.519)","J.Gomes (MID, 1↑) ==> (1.576, 1.519)"
BOU,-4,"Cook (MID, ~) ==> (3.988, 2.654)","Semenyo (MID, ~) ==> (3.958, 2.679)","Evanilson (FWD, ~) ==> (3.606, 2.951)","O.Dango (MID, ~) ==> (2.988, 1.951)","Tavernier (MID, ~) ==> (2.958, 2.272)"
SOU,-4,"Dibling (MID, ~) ==> (3.66, 2.358)","M.Fernandes (MID, 4↑) ==> (2.563, 2.407)","Archer (FWD, 5↑) ==> (2.509, 1.815)","Downes (MID, 2↑) ==> (1.424, 1.136)","Aribo (MID, 2↑) ==> (1.37, 1.136)"
NFO,-5,"Wood (FWD, 4↑) ==> (5.836, 4.519)","Hudson-Odoi (MID, 1↑) ==> (2.643, 1.716)","Sosa (MID, ~) ==> (1.879, 0.975)","Anderson (MID, 1↑) ==> (1.752, 1.086)","Jota Silva (MID, ~) ==> (1.467, 1.173)"
CRY,-6,"Eze (MID, 2↑) ==> (2.697, 2.037)","Mateta (FWD, ~) ==> (2.025, 1.037)","Kamada (MID, ~) ==> (1.836, 1.556)","Wharton (MID, ~) ==> (1.479, 1.037)","Nketiah (FWD, ~) ==> (1.412, 1.37)"
