id,1st_name,2nd_name,position,team,tot_pts,prvGWsPtsTrend,web_name,pts/game,form,xPts,#OfMatches_nxtGWs,tot_xPts,gw33Pts,gw34Pts,tot_aPts,tot_aPts/tot_xPts,nxtGWsPtsTrend
49,Tim,Iroegbunam,MID,AVL,0,?,"Iroegbunam (MID, ?)",0.0,0.0,0.0,2,0.0,0,0,0,,?
51,Anwar,El Ghazi,MID,AVL,0,?,"El Ghazi (MID, ?)",0.0,0.0,0.0,2,0.0,0,0,0,,?
52,Keinan,Davis,FWD,AVL,0,?,"Davis (FWD, ?)",0.0,0.0,0.0,2,0.0,0,0,0,,?
55,Jaden,Philogene-Bidace,MID,AVL,0,?,"Philogene-Bidace (MID, ?)",0.0,0.0,0.0,2,0.0,0,0,0,,?
56,Frédéric,Guilbert,DEF,AVL,0,?,"Guilbert (DEF, ?)",0.0,0.0,0.0,2,0.0,0,0,0,,?
537,Kaine,Kesler Hayden,DEF,AVL,0,?,"Kesler Hayden (DEF, ?)",0.0,0.0,0.0,2,0.0,0,0,0,,?
638,Lamare,Bogarde,DEF,AVL,0,?,"Bogarde (DEF, ?)",0.0,0.0,0.0,2,0.0,0,0,0,,?
670,Filip,Marschall,GKP,AVL,0,?,"Marschall (GKP, ?)",0.0,0.0,0.0,2,0.0,0,0,0,,?
672,Kadan,Young,MID,AVL,0,?,"Kadan Young (MID, ?)",0.0,0.0,0.0,2,0.0,0,0,0,,?
707,Viljami,Sinisalo,GKP,AVL,0,?,"Sinisalo (GKP, ?)",0.0,0.0,0.0,2,0.0,0,0,0,,?
744,Sil,Swinkels,DEF,AVL,0,?,"Swinkels (DEF, ?)",0.0,0.0,0.0,2,0.0,0,0,0,,?
745,Oliwier,Zych,GKP,AVL,0,?,"Zych (GKP, ?)",0.0,0.0,0.0,2,0.0,0,0,0,,?
753,James,Wright,GKP,AVL,0,?,"Wright (GKP, ?)",0.0,0.0,0.0,2,0.0,0,0,0,,?
754,Sebastian,Revan,DEF,AVL,0,?,"Revan (DEF, ?)",0.0,0.0,0.0,2,0.0,0,0,0,,?
755,Travis,Patterson,MID,AVL,0,?,"Patterson (MID, ?)",0.0,0.0,0.0,2,0.0,0,0,0,,?
107,Solly,March,MID,BHA,139,~,"March (MID, ~)",4.8,5.0,4.867,3,14.601,5,1,1,0.06849,vv
124,Kaoru,Mitoma,MID,BHA,114,v,"Mitoma (MID, v)",4.8,4.5,4.7,3,14.1,2,1,3,0.21277,vv
125,Julio,Enciso,FWD,BHA,27,^,"Enciso (FWD, ^)",2.5,4.5,3.167,3,9.501,2,8,2,0.2105,vv
106,Lewis,Dunk,DEF,BHA,93,v,"Dunk (DEF, v)",3.2,4.2,3.533,3,10.599,1,6,5,0.47174,v
103,Danny,Welbeck,FWD,BHA,67,^,"Welbeck (FWD, ^)",2.9,3.5,3.1,3,9.3,1,15,2,0.21505,vv
104,Pascal,Groß,MID,BHA,121,~,"Groß (MID, ~)",4.2,3.2,3.867,3,11.601,0,14,0,0.0,vv
116,Alexis,Mac Allister,MID,BHA,107,v,"Mac Allister (MID, v)",4.1,3.2,3.8,3,11.4,2,1,11,0.96491,~
108,Adam,Webster,DEF,BHA,63,~,"Webster (DEF, ~)",2.7,3.0,2.8,3,8.4,0,6,5,0.59524,v
102,Jason,Steele,GKP,BHA,28,v,"Steele (GKP, v)",4.7,2.8,4.067,3,12.201,10,6,9,0.73764,~
586,Pervis,Estupiñán,DEF,BHA,89,~,"Estupiñán (DEF, ~)",3.4,2.5,3.1,3,9.3,1,9,7,0.75269,~
596,Evan,Ferguson,FWD,BHA,45,v,"Ferguson (FWD, v)",3.5,2.2,3.067,3,9.201,0,0,0,0.0,vv
120,Moisés,Caicedo Corozo,MID,BHA,63,~,"Caicedo (MID, ~)",2.2,2.2,2.2,3,6.6,2,1,2,0.30303,vv
109,Joël,Veltman,DEF,BHA,89,v,"Veltman (DEF, v)",3.3,2.0,2.867,3,8.601,0,5,0,0.0,vv
123,Deniz,Undav,FWD,BHA,17,v,"Undav (FWD, v)",1.3,1.2,1.267,3,3.801,1,12,1,0.26309,vv
559,Levi,Colwill,DEF,BHA,25,v,"Colwill (DEF, v)",2.5,0.8,1.933,3,5.799,1,0,0,0.0,vv
113,Robert,Sánchez,GKP,BHA,82,v,"Sánchez (GKP, v)",3.6,0.2,2.467,3,7.401,0,0,0,0.0,vv
679,Facundo,Buonanotte,MID,BHA,7,v,"Buonanotte (MID, v)",1.8,0.2,1.267,3,3.801,9,1,3,0.78927,~
544,Jan Paul,van Hecke,DEF,BHA,4,~,"Van Hecke (DEF, ~)",1.0,0.2,0.733,3,2.199,0,0,0,0.0,vv
719,Yasin,Ayari,MID,BHA,1,v,"Ayari (MID, v)",1.0,0.2,0.733,3,2.199,0,1,0,0.0,vv
101,Adam,Lallana,MID,BHA,47,v,"Lallana (MID, v)",2.9,0.0,1.933,3,5.799,0,0,0,0.0,vv
119,Jeremy,Sarmiento Morante,MID,BHA,16,v,"Sarmiento (MID, v)",1.8,0.0,1.2,3,3.6,0,0,0,0.0,vv
118,Enock,Mwepu,MID,BHA,11,v,"Mwepu (MID, v)",1.8,0.0,1.2,3,3.6,0,0,0,0.0,vv
114,Tariq,Lamptey,DEF,BHA,23,v,"Lamptey (DEF, v)",1.1,0.0,0.733,3,2.199,0,0,0,0.0,vv
149,Billy,Gilmour,MID,BHA,7,v,"Gilmour (MID, v)",1.0,0.0,0.667,3,2.001,0,3,3,1.49925,^
651,Andrew,Moran,MID,BHA,1,v,"Moran (MID, v)",1.0,0.0,0.667,3,2.001,0,0,0,0.0,vv
115,Steven,Alzate,MID,BHA,0,?,"Alzate (MID, ?)",0.0,0.0,0.0,3,0.0,0,0,0,,?
117,Jakub,Moder,MID,BHA,0,?,"Moder (MID, ?)",0.0,0.0,0.0,3,0.0,0,0,0,,?
121,Taylor,Richards,MID,BHA,0,?,"Richards (MID, ?)",0.0,0.0,0.0,3,0.0,0,0,0,,?
122,Haydon,Roberts,DEF,BHA,0,?,"Roberts (DEF, ?)",0.0,0.0,0.0,3,0.0,0,0,0,,?
126,Kacper,Kozłowski,MID,BHA,0,?,"Kozłowski (MID, ?)",0.0,0.0,0.0,3,0.0,0,0,0,,?
542,Kjell,Scherpen,GKP,BHA,0,?,"Scherpen (GKP, ?)",0.0,0.0,0.0,3,0.0,0,0,0,,?
543,Matt,Clarke,DEF,BHA,0,?,"Clarke (DEF, ?)",0.0,0.0,0.0,3,0.0,0,0,0,,?
640,Ed,Turns,DEF,BHA,0,?,"Turns (DEF, ?)",0.0,0.0,0.0,3,0.0,0,0,0,,?
652,James,Furlong,DEF,BHA,0,?,"Furlong (DEF, ?)",0.0,0.0,0.0,3,0.0,0,0,0,,?
677,Jack,Hinshelwood,MID,BHA,0,?,"Hinshelwood (MID, ?)",0.0,0.0,0.0,3,0.0,0,0,0,,?
736,Odeluga,Offiah,DEF,BHA,0,?,"Offiah (DEF, ?)",0.0,0.0,0.0,3,0.0,1,0,0,,^^^
756,Tom,McGill,GKP,BHA,0,?,"McGill (GKP, ?)",0.0,0.0,0.0,3,0.0,0,0,0,,?
66,Dominic,Solanke,FWD,BOU,110,^,"Solanke (FWD, ^)",4.1,6.0,4.733,2,9.466,5,8,13,1.37334,~
70,Philip,Billing,MID,BOU,113,v,"Billing (MID, v)",3.6,3.8,3.667,2,7.334,3,5,8,1.09081,~
574,Norberto,Murara Neto,GKP,BOU,77,~,"Neto (GKP, ~)",3.5,3.4,3.467,2,6.934,7,3,10,1.44217,^
535,Marcus,Tavernier,MID,BOU,83,v,"Tavernier (MID, v)",3.8,2.6,3.4,2,6.8,11,0,11,1.61765,^
705,Dango,Ouattara,MID,BOU,39,^,"Ouattara (MID, ^)",3.0,2.6,2.867,2,5.734,1,2,3,0.52319,v
69,Ryan,Christie,MID,BOU,49,~,"Christie (MID, ~)",1.9,2.2,2.0,2,4.0,3,2,5,1.25,~
73,Lloyd,Kelly,DEF,BOU,44,v,"Kelly (DEF, v)",2.6,2.0,2.4,2,4.8,8,2,10,2.08333,^^^
64,Jefferson,Lerma Solís,MID,BOU,77,~,"Lerma (MID, ~)",2.5,2.0,2.333,2,4.666,2,15,17,3.64338,^^^
57,Adam,Smith,DEF,BOU,67,v,"Smith (DEF, v)",2.2,2.0,2.133,2,4.266,1,1,2,0.46882,v
404,Jack,Stephens,DEF,BOU,35,v,"Stephens (DEF, v)",2.1,1.8,2.0,2,4.0,0,0,0,0.0,vv
71,Chris,Mepham,DEF,BOU,36,v,"Mepham (DEF, v)",1.5,1.8,1.6,2,3.2,6,0,6,1.875,^^
718,Matías,Viña,DEF,BOU,12,^,"Viña (DEF, ^)",2.0,1.6,1.867,2,3.734,5,2,7,1.87467,^^
576,Marcos,Senesi,DEF,BOU,59,v,"Senesi (DEF, v)",2.3,1.0,1.867,2,3.734,5,2,7,1.87467,^^
505,Joe,Rothwell,MID,BOU,25,~,"Rothwell (MID, ~)",1.6,1.0,1.4,2,2.8,3,2,5,1.78571,^^
75,Jaidon,Anthony,MID,BOU,52,v,"Anthony (MID, v)",2.1,0.6,1.6,2,3.2,0,4,4,1.25,~
723,Hamed,Traorè,MID,BOU,14,v,"H.Traorè (MID, v)",2.0,0.6,1.533,2,3.066,0,0,0,0.0,vv
714,Antoine,Semenyo,FWD,BOU,11,v,"Semenyo (FWD, v)",1.2,0.6,1.0,2,2.0,0,6,6,3.0,^^^
67,Lewis,Cook,MID,BOU,47,v,"Cook (MID, v)",2.0,0.4,1.467,2,2.934,0,1,1,0.34083,vv
60,David,Brooks,MID,BOU,2,v,"Brooks (MID, v)",1.0,0.2,0.733,2,1.466,0,0,0,0.0,vv
722,Illia,Zabarnyi,DEF,BOU,1,v,"Zabarnyi (DEF, v)",1.0,0.2,0.733,2,1.466,1,0,1,0.68213,~
76,Jordan,Zemura,DEF,BOU,47,v,"Zemura (DEF, v)",2.5,0.0,1.667,2,3.334,0,0,0,0.0,vv
62,Kieffer,Moore,FWD,BOU,52,v,"Moore (FWD, v)",2.4,0.0,1.6,2,3.2,1,1,2,0.625,~
72,Mark,Travers,GKP,BOU,25,v,"Travers (GKP, v)",2.3,0.0,1.533,2,3.066,0,0,0,0.0,vv
68,Ben,Pearson,MID,BOU,9,v,"Pearson (MID, v)",1.3,0.0,0.867,2,1.734,0,0,0,0.0,vv
59,Ryan,Fredericks,DEF,BOU,12,v,"Fredericks (DEF, v)",1.0,0.0,0.667,2,1.334,0,0,0,0.0,vv
74,Siriki,Dembélé,MID,BOU,6,v,"Dembélé (MID, v)",1.0,0.0,0.667,2,1.334,0,0,0,0.0,vv
58,Junior,Stanislas,MID,BOU,4,v,"Stanislas (MID, v)",1.0,0.0,0.667,2,1.334,0,0,0,0.0,vv
61,Jamal,Lowe,MID,BOU,2,v,"Lowe (MID, v)",1.0,0.0,0.667,2,1.334,0,0,0,0.0,vv
63,Emiliano,Marcondes,MID,BOU,1,v,"Marcondes (MID, v)",1.0,0.0,0.667,2,1.334,0,0,0,0.0,vv
598,Owen,Bevan,DEF,BOU,1,v,"Bevan (DEF, v)",1.0,0.0,0.667,2,1.334,0,0,0,0.0,vv
65,Jack,Stacey,DEF,BOU,5,v,"Stacey (DEF, v)",0.6,0.0,0.4,2,0.8,0,1,1,1.25,~
77,Will,Dennis,GKP,BOU,0,?,"Dennis (GKP, ?)",0.0,0.0,0.0,2,0.0,0,0,0,,?
539,James,Hill,DEF,BOU,0,?,"Hill (DEF, ?)",0.0,0.0,0.0,2,0.0,0,0,0,,?
571,Darren,Randolph,GKP,BOU,0,?,"Randolph (GKP, ?)",0.0,0.0,0.0,2,0.0,0,0,0,,?
597,Christian,Saydee,FWD,BOU,0,?,"Saydee (FWD, ?)",0.0,0.0,0.0,2,0.0,0,0,0,,?
649,Cameron,Plain,GKP,BOU,0,?,"Plain (GKP, ?)",0.0,0.0,0.0,2,0.0,0,0,0,,?
695,Daniel,Adu-Adjei,FWD,BOU,0,?,"Adu-Adjei (FWD, ?)",0.0,0.0,0.0,2,0.0,0,0,0,,?
696,Michael,Dacosta Gonzalez,MID,BOU,0,?,"Dacosta Gonzalez (MID, ?)",0.0,0.0,0.0,2,0.0,0,0,0,,?
697,Dominic,Sadi,FWD,BOU,0,?,"Sadi (FWD, ?)",0.0,0.0,0.0,2,0.0,0,0,0,,?
706,Euan,Pollock,FWD,BOU,0,?,"Pollock (FWD, ?)",0.0,0.0,0.0,2,0.0,0,0,0,,?
737,Ben,Greenwood,DEF,BOU,0,?,"Greenwood (DEF, ?)",0.0,0.0,0.0,2,0.0,0,0,0,,?
738,Max,Kinsey-Wellings,DEF,BOU,0,?,"Kinsey-Wellings (DEF, ?)",0.0,0.0,0.0,2,0.0,0,0,0,,?
80,Ivan,Toney,FWD,BRE,171,~,"Toney (FWD, ~)",5.7,5.2,5.533,2,11.066,2,7,9,0.8133,~
95,Bryan,Mbeumo,FWD,BRE,111,~,"Mbeumo (FWD, ~)",3.5,4.2,3.733,2,7.466,6,2,8,1.07152,~
81,David,Raya Martin,GKP,BRE,135,~,"Raya (GKP, ~)",4.2,3.0,3.8,2,7.6,9,2,11,1.44737,^
92,Ethan,Pinnock,DEF,BRE,78,v,"Pinnock (DEF, v)",3.2,2.6,3.0,2,6.0,6,2,8,1.33333,~
88,Mathias,Jensen,MID,BRE,118,v,"Jensen (MID, v)",3.7,2.4,3.267,2,6.534,2,2,4,0.61218,v
85,Rico,Henry,DEF,BRE,92,v,"Henry (DEF, v)",3.0,2.2,2.733,2,5.466,5,0,5,0.91475,~
78,Pontus,Jansson,DEF,BRE,29,v,"Jansson (DEF, v)",2.4,2.0,2.267,2,4.534,0,0,0,0.0,vv
526,Ben,Mee,DEF,BRE,114,v,"Mee (DEF, v)",3.7,1.4,2.933,2,5.866,6,2,8,1.36379,~
79,Christian,Nørgaard,MID,BRE,71,v,"Nørgaard (MID, v)",3.2,1.4,2.6,2,5.2,0,0,0,0.0,vv
83,Josh,Dasilva,MID,BRE,68,~,"Dasilva (MID, ~)",2.2,1.4,1.933,2,3.866,0,9,9,2.32799,^^^
688,Kevin,Schade,MID,BRE,19,~,"Schade (MID, ~)",1.6,1.4,1.533,2,3.066,1,2,3,0.97847,~
89,Yoane,Wissa,MID,BRE,84,v,"Wissa (MID, v)",2.6,1.0,2.067,2,4.134,3,1,4,0.96759,~
510,Aaron,Hickey,DEF,BRE,42,~,"Hickey (DEF, ~)",2.1,1.0,1.733,2,3.466,1,2,3,0.86555,~
580,Mikkel,Damsgaard,MID,BRE,24,~,"Damsgaard (MID, ~)",1.2,1.0,1.133,2,2.266,1,1,2,0.88261,~
86,Vitaly,Janelt,MID,BRE,71,~,"Janelt (MID, ~)",2.4,0.8,1.867,2,3.734,3,2,5,1.33905,~
94,Shandon,Baptiste,MID,BRE,20,~,"Baptiste (MID, ~)",1.2,0.6,1.0,2,2.0,4,1,5,2.5,^^^
90,Mads,Roerslev Rasmussen,DEF,BRE,39,v,"Roerslev (DEF, v)",2.4,0.4,1.733,2,3.466,6,0,6,1.7311,^^
87,Saman,Ghoddos,MID,BRE,12,~,"Ghoddos (MID, ~)",1.0,0.4,0.8,2,1.6,0,1,1,0.625,~
595,Mathias,Jorgensen,DEF,BRE,24,v,"Zanka (DEF, v)",1.7,0.2,1.2,2,2.4,12,0,12,5.0,^^^
93,Frank,Onyeka,MID,BRE,21,v,"Onyeka (MID, v)",1.4,0.2,1.0,2,2.0,3,7,10,5.0,^^^
541,Halil,Dervişoğlu,FWD,BRE,4,v,"Dervişoğlu (FWD, v)",4.0,0.0,2.667,2,5.334,0,0,0,0.0,vv
84,Kristoffer,Ajer,DEF,BRE,29,v,"Ajer (DEF, v)",3.2,0.0,2.133,2,4.266,0,0,0,0.0,vv
515,Keane,Lewis-Potter,MID,BRE,14,v,"Lewis-Potter (MID, v)",1.4,0.0,0.933,2,1.866,0,0,0,0.0,vv
82,Sergi,Canós Tenés,DEF,BRE,5,v,"Canós (DEF, v)",1.0,0.0,0.667,2,1.334,0,0,0,0.0,vv
91,Mads,Bech Sørensen,DEF,BRE,4,v,"Bech (DEF, v)",1.0,0.0,0.667,2,1.334,0,0,0,0.0,vv
96,Charlie,Goode,DEF,BRE,0,?,"Goode (DEF, ?)",0.0,0.0,0.0,2,0.0,0,0,0,,?
97,Marcus,Forss,FWD,BRE,0,?,"Forss (FWD, ?)",0.0,0.0,0.0,2,0.0,0,0,0,,?
98,Dominic,Thompson,DEF,BRE,0,?,"Thompson (DEF, ?)",0.0,0.0,0.0,2,0.0,0,0,0,,?
99,Mads,Bidstrup,MID,BRE,0,?,"Bidstrup (MID, ?)",0.0,0.0,0.0,2,0.0,0,0,0,,?
100,Ellery,Balcombe,GKP,BRE,0,?,"Balcombe (GKP, ?)",0.0,0.0,0.0,2,0.0,0,0,0,,?
517,Thomas,Strakosha,GKP,BRE,0,?,"Strakosha (GKP, ?)",0.0,0.0,0.0,2,0.0,0,0,0,,?
540,Fin,Stevens,DEF,BRE,0,?,"Stevens (DEF, ?)",0.0,0.0,0.0,2,0.0,0,0,0,,?
632,Ryan,Trevitt,MID,BRE,0,?,"Trevitt (MID, ?)",0.0,0.0,0.0,2,0.0,0,0,0,,?
633,Matthew,Cox,GKP,BRE,0,?,"Cox (GKP, ?)",0.0,0.0,0.0,2,0.0,0,0,0,,?
646,Tristan,Crama,DEF,BRE,0,?,"Crama (DEF, ?)",0.0,0.0,0.0,2,0.0,0,0,0,,?
650,Yegor,Yarmolyuk,MID,BRE,0,?,"Yarmolyuk (MID, ?)",0.0,0.0,0.0,2,0.0,0,0,0,,?
752,Michael,Olakigbe,MID,BRE,0,?,"Olakigbe (MID, ?)",0.0,0.0,0.0,2,0.0,0,0,0,,?
133,Kepa,Arrizabalaga,GKP,CHE,105,~,"Arrizabalaga (GKP, ~)",4.6,4.2,4.467,2,8.934,1,3,4,0.44773,v
520,Kalidou,Koulibaly,DEF,CHE,73,v,"Koulibaly (DEF, v)",3.3,2.8,3.133,2,6.266,0,0,0,0.0,vv
148,Conor,Gallagher,MID,CHE,48,^,"Gallagher (MID, ^)",1.7,2.8,2.067,2,4.134,1,0,1,0.2419,vv
139,Ben,Chilwell,DEF,CHE,66,v,"Chilwell (DEF, v)",3.3,2.5,3.033,2,6.066,1,1,2,0.32971,vv
146,Reece,James,DEF,CHE,44,v,"James (DEF, v)",2.8,2.5,2.7,2,5.4,0,0,0,0.0,vv
272,Wesley,Fofana,DEF,CHE,33,v,"W.Fofana (DEF, v)",2.8,2.5,2.7,2,5.4,0,1,1,0.18519,vv
112,Marc,Cucurella Saseta,DEF,CHE,65,v,"Cucurella (DEF, v)",2.7,2.0,2.467,2,4.934,0,0,0,0.0,vv
699,Mykhailo,Mudryk,MID,CHE,19,^,"Mudryk (MID, ^)",1.9,2.0,1.933,2,3.866,1,1,2,0.51733,v
724,Enzo,Fernández,MID,CHE,30,v,"Enzo (MID, v)",2.7,1.8,2.4,2,4.8,2,2,4,0.83333,~
690,João,Félix Sequeira,FWD,CHE,29,v,"João Félix (FWD, v)",2.6,1.8,2.333,2,4.666,1,0,1,0.21432,vv
