team,fplAdv_nxtGWs,fplPlayer1,fplPlayer2,fplPlayer3,fplPlayer4,fplPlayer5
BRE,-2,"Thiago (FWD, ?) ==> (5.0, 5.333)","Yarmoliuk (MID, ?) ==> (2.0, 1.778)","Schade (MID, ?) ==> (3.0, 1.556)","Henderson (MID, ?) ==> (2.0, 1.549)","Damsgaard (MID, ?) ==> (2.0, 1.506)"
NEW,-4,"Pope (GKP, ?) ==> (4.0, 1.611)","Bruno G. (MID, ?) ==> (3.0, 1.556)","Tonali (MID, ?) ==> (3.0, 1.556)","Trippier (DEF, ?) ==> (1.0, 1.556)","Joelinton (MID, ?) ==> (2.0, 1.221)"
EVE,-4,"Gana (MID, ?) ==> (2.0, 2.0)","Dewsbury-Hall (MID, ?) ==> (2.0, 2.0)","Pickford (GKP, ?) ==> (2.0, 1.722)","Garner (MID, ?) ==> (3.0, 1.556)","Grealish (MID, ?) ==> (2.0, 1.556)"
WHU,-4,"Areola (GKP, ?) ==> (2.0, 2.056)","Bowen (FWD, ?) ==> (2.0, 2.0)","M.Fernandes (MID, ?) ==> (2.0, 1.262)","Summerville (MID, ?) ==> (2.0, 1.262)","Wilson (FWD, ?) ==> (1.0, 0.104)"
WOL,-4,"Johnstone (GKP, ?) ==> (2.0, 1.722)","Strand Larsen (FWD, ?) ==> (2.0, 1.707)","Gomes (MID, ?) ==> (2.0, 1.556)","Munetsi (MID, ?) ==> (4.0, 1.111)","André (MID, ?) ==> (2.0, 1.063)"
FUL,-5,"Berge (MID, ?) ==> (2.0, 2.0)","Leno (GKP, ?) ==> (2.0, 1.944)","Sessegnon (MID, ?) ==> (3.0, 1.444)","Iwobi (MID, ?) ==> (2.0, 1.327)","Andersen (DEF, ?) ==> (3.0, 0.944)"
LEE,-5,"Perri (GKP, ?) ==> (0.0, 2.0)","Calvert-Lewin (FWD, ?) ==> (2.0, 1.527)","Longstaff (MID, ?) ==> (2.0, 1.444)","Ampadu (MID, ?) ==> (2.0, 1.444)","Aaronson (MID, ?) ==> (2.0, 1.069)"
TOT,-6,"Kudus (MID, ?) ==> (3.0, 1.333)","Spence (DEF, ?) ==> (2.0, 1.333)","Vicario (GKP, ?) ==> (3.0, 1.167)","Van de Ven (DEF, ?) ==> (2.0, 0.833)","Johnson (MID, ?) ==> (1.0, 0.568)"
BUR,-6,"Dúbravka (GKP, ?) ==> (2.0, 2.667)","Anthony (MID, ?) ==> (2.0, 1.193)","Ugochukwu (MID, ?) ==> (2.0, 0.86)","Cullen (MID, ?) ==> (4.0, 0.667)","Florentino (MID, ?) ==> (2.0, 0.667)"
NFO,-8,"Sels (GKP, ?) ==> (2.0, 2.0)","Gibbs-White (MID, ?) ==> (2.0, 1.952)","N.Williams (DEF, ?) ==> (1.0, 1.0)","Milenković (DEF, ?) ==> (1.0, 1.0)","Ndoye (MID, ?) ==> (2.0, 0.776)"
