team,fplAdv_nxtGWs,fplPlayer1,fplPlayer2,fplPlayer3,fplPlayer4,fplPlayer5
BOU,-1,"Petrović (GKP, ?) ==> (3.0, 14.056)","Adams (MID, ?) ==> (3.0, 9.889)","Semenyo (MID, ?) ==> (5.0, 9.667)","Tavernier (MID, ?) ==> (3.0, 9.302)","Scott (MID, ?) ==> (3.0, 7.334)"
BRE,-1,"Thiago (FWD, ?) ==> (5.0, 29.667)","Yarmoliuk (MID, ?) ==> (2.0, 9.889)","Schade (MID, ?) ==> (3.0, 9.778)","Henderson (MID, ?) ==> (2.0, 8.744)","Damsgaard (MID, ?) ==> (2.0, 8.529)"
TOT,-5,"Vicario (GKP, ?) ==> (3.0, 11.389)","Kudus (MID, ?) ==> (3.0, 9.444)","Spence (DEF, ?) ==> (2.0, 9.444)","J.Palhinha (MID, ?) ==> (4.0, 8.333)","P.M.Sarr (MID, ?) ==> (3.0, 7.215)"
EVE,-10,"Gana (MID, ?) ==> (2.0, 10.0)","Dewsbury-Hall (MID, ?) ==> (2.0, 10.0)","Pickford (GKP, ?) ==> (2.0, 9.722)","Garner (MID, ?) ==> (3.0, 8.889)","Grealish (MID, ?) ==> (2.0, 8.889)"
BUR,-13,"Dúbravka (GKP, ?) ==> (2.0, 13.333)","Anthony (MID, ?) ==> (2.0, 7.855)","Cullen (MID, ?) ==> (4.0, 7.111)","Florentino (MID, ?) ==> (2.0, 7.111)","Ugochukwu (MID, ?) ==> (2.0, 6.189)"
FUL,-15,"Leno (GKP, ?) ==> (2.0, 10.833)","Berge (MID, ?) ==> (2.0, 10.0)","Sessegnon (MID, ?) ==> (3.0, 8.333)","Iwobi (MID, ?) ==> (2.0, 7.747)","Andersen (DEF, ?) ==> (3.0, 5.833)"
NFO,-20,"Sels (GKP, ?) ==> (2.0, 10.0)","Gibbs-White (MID, ?) ==> (2.0, 9.762)","Ndoye (MID, ?) ==> (2.0, 6.104)","Anderson (MID, ?) ==> (4.0, 5.556)","N.Williams (DEF, ?) ==> (1.0, 5.0)"
WOL,-26,"Strand Larsen (FWD, ?) ==> (2.0, 8.534)","Johnstone (GKP, ?) ==> (2.0, 7.944)","Gomes (MID, ?) ==> (2.0, 7.111)","André (MID, ?) ==> (2.0, 4.65)","Munetsi (MID, ?) ==> (4.0, 4.222)"
WHU,-27,"Bowen (FWD, ?) ==> (2.0, 10.0)","Areola (GKP, ?) ==> (2.0, 9.5)","M.Fernandes (MID, ?) ==> (2.0, 5.534)","Summerville (MID, ?) ==> (2.0, 5.534)","Wilson (FWD, ?) ==> (1.0, -0.257)"
LEE,-30,"Perri (GKP, ?) ==> (0.0, 10.0)","Calvert-Lewin (FWD, ?) ==> (2.0, 7.633)","Longstaff (MID, ?) ==> (2.0, 6.667)","Ampadu (MID, ?) ==> (2.0, 6.667)","Aaronson (MID, ?) ==> (2.0, 4.789)"
