team,fplAdv_nxtGWs,fplPlayer1,fplPlayer2,fplPlayer3,fplPlayer4,fplPlayer5
AVL,-1,"Martinez (GKP, ?) ==> (2.0, 2.407)","Rogers (MID, ?) ==> (2.0, 2.0)","Tielemans (MID, ?) ==> (2.0, 2.0)","Watkins (FWD, ?) ==> (2.0, 1.746)","McGinn (MID, ?) ==> (2.0, 1.51)"
MUN,-1,"Onana (GKP, ?) ==> (2.0, 2.074)","B.Fernandes (MID, ?) ==> (3.0, 2.0)","Amad (MID, ?) ==> (3.0, 1.933)","Mainoo (MID, ?) ==> (1.0, 1.53)","Martinez (DEF, ?) ==> (1.0, 1.444)"
CRY,-1,"Henderson (GKP, ?) ==> (2.0, 2.407)","Mateta (FWD, ?) ==> (2.0, 2.0)","I.Sarr (MID, ?) ==> (2.0, 1.933)","Eze (MID, ?) ==> (2.0, 1.862)","Guéhi (DEF, ?) ==> (2.0, 1.444)"
TOT,-1,"Solanke (FWD, ?) ==> (2.0, 2.0)","Kulusevski (MID, ?) ==> (2.0, 2.0)","Johnson (MID, ?) ==> (3.0, 1.657)","Son (MID, ?) ==> (2.0, 1.657)","Gray (MID, ?) ==> (1.0, 0.38)"
BOU,-3,"Arrizabalaga (GKP, ?) ==> (2.0, 2.444)","Semenyo (MID, ?) ==> (3.0, 2.0)","Christie (MID, ?) ==> (2.0, 1.535)","Kerkez (DEF, ?) ==> (2.0, 1.333)","Zabarnyi (DEF, ?) ==> (2.0, 1.333)"
WOL,-5,"Strand Larsen (FWD, ?) ==> (2.0, 2.0)","J.Gomes (MID, ?) ==> (2.0, 1.762)","José Sá (GKP, ?) ==> (1.0, 1.519)","N.Semedo (DEF, ?) ==> (1.0, 1.222)","André (MID, ?) ==> (1.0, 1.078)"
IPS,-6,"Hutchinson (MID, ?) ==> (2.0, 2.0)","Delap (FWD, ?) ==> (2.0, 1.5)","Szmodics (MID, ?) ==> (2.0, 1.133)","Cajuste (MID, ?) ==> (2.0, 1.014)","Burns (MID, ?) ==> (1.0, 0.561)"
LEI,-6,"Vardy (FWD, ?) ==> (2.0, 2.0)","Winks (MID, ?) ==> (2.0, 1.589)","Mavididi (MID, ?) ==> (1.0, 1.234)","El Khannouss (MID, ?) ==> (1.0, 0.487)","J.Ayew (MID, ?) ==> (2.0, 0.186)"
BRE,-7,"Mbeumo (MID, ?) ==> (5.0, 2.0)","Lewis-Potter (MID, ?) ==> (2.0, 2.0)","Flekken (GKP, ?) ==> (3.0, 1.759)","Nørgaard (MID, ?) ==> (2.0, 1.491)","Damsgaard (MID, ?) ==> (3.0, 1.465)"
SOU,-9,"M.Fernandes (MID, ?) ==> (2.0, 1.343)","Ramsdale (GKP, ?) ==> (2.0, 1.0)","Bednarek (DEF, ?) ==> (1.0, 1.0)","Armstrong (FWD, ?) ==> (1.0, 0.904)","Dibling (MID, ?) ==> (1.0, 0.849)"
