team,attAdv_nxtGWs,attPlayer1,attPlayer2,attPlayer3,attPlayer4,attPlayer5
BHA,1,"Mitoma (MID, ?) ==> (2.0, 9.992)","Baleba (MID, ?) ==> (2.0, 9.525)","João Pedro (FWD, ?) ==> (2.0, 8.757)","Ayari (MID, ?) ==> (2.0, 8.034)","Georginio (MID, ?) ==> (2.0, 7.464)"
LEI,-8,"Winks (MID, ?) ==> (2.0, 9.3)","Vardy (FWD, ?) ==> (2.0, 8.222)","Mavididi (MID, ?) ==> (1.0, 6.937)","B.Soumaré (MID, ?) ==> (1.0, 6.284)","J.Ayew (MID, ?) ==> (2.0, 6.107)"
WHU,-8,"Souček (MID, ?) ==> (2.0, 9.111)","Kudus (MID, ?) ==> (2.0, 8.525)","L.Paquetá (MID, ?) ==> (2.0, 7.541)","Álvarez (MID, ?) ==> (1.0, 3.538)","C.Soler (MID, ?) ==> (1.0, 2.952)"
NFO,-10,"Wood (FWD, ?) ==> (7.0, 28.52)","Hudson-Odoi (MID, ?) ==> (3.0, 7.964)","Anderson (MID, ?) ==> (2.0, 6.714)","Gibbs-White (MID, ?) ==> (2.0, 6.418)","Elanga (MID, ?) ==> (2.0, 6.061)"
MUN,-12,"Amad (MID, ?) ==> (3.0, 7.333)","B.Fernandes (MID, ?) ==> (3.0, 7.333)","Mainoo (MID, ?) ==> (1.0, 5.839)","Højlund (FWD, ?) ==> (1.0, 3.414)","Ugarte (MID, ?) ==> (1.0, 3.094)"
IPS,-14,"Hutchinson (MID, ?) ==> (2.0, 10.0)","Morsy (MID, ?) ==> (2.0, 10.0)","Delap (FWD, ?) ==> (2.0, 7.192)","Cajuste (MID, ?) ==> (2.0, 5.441)","Phillips (MID, ?) ==> (1.0, 0.812)"
CRY,-17,"Mateta (FWD, ?) ==> (2.0, 8.111)","I.Sarr (MID, ?) ==> (2.0, 7.756)","Eze (MID, ?) ==> (2.0, 7.64)","Hughes (MID, ?) ==> (2.0, 5.744)","Esse (MID, ?) ==> (0.0, 0.0)"
WOL,-23,"Strand Larsen (FWD, ?) ==> (2.0, 10.0)","Cunha (FWD, ?) ==> (2.0, 7.444)","J.Gomes (MID, ?) ==> (2.0, 7.325)","André (MID, ?) ==> (1.0, 5.078)","Hee Chan (MID, ?) ==> (1.0, 2.404)"
SOU,-25,"M.Fernandes (MID, ?) ==> (2.0, 7.222)","Aribo (MID, ?) ==> (1.0, 4.951)","Armstrong (FWD, ?) ==> (1.0, 4.218)","Ugochukwu (MID, ?) ==> (0.0, 2.94)","Onuachu (FWD, ?) ==> (1.0, -0.85)"
EVE,-25,"Ndiaye (FWD, ?) ==> (2.0, 12.0)","Calvert-Lewin (FWD, ?) ==> (2.0, 10.305)","Mangala (MID, ?) ==> (1.5, 9.907)","Gana (MID, ?) ==> (2.0, 9.222)","A.Doucoure (MID, ?) ==> (2.0, 8.866)"
