team,fplAdv_nxtGWs,fplPlayer1,fplPlayer2,fplPlayer3,fplPlayer4,fplPlayer5
FUL,-1,"Willian (MID, ^^^) ==> (4.2, -0.238)","Leno (GKP, ^^^) ==> (4.1, -0.244)","Vinícius (FWD, ^^^) ==> (3.4, -0.294)","Wilson (MID, ^^^) ==> (3.1, -0.323)","Reed (MID, ^^^) ==> (3.0, -0.333)"
BOU,-1,"Solanke (FWD, v) ==> (4.0, -0.25)","Tavernier (MID, vv) ==> (3.6, -0.278)","Lerma (MID, v) ==> (3.333, -0.3)","Neto (GKP, vv) ==> (3.333, -0.3)","Billing (MID, vv) ==> (3.2, -0.312)"
WOL,-2,"Sá (GKP, ~) ==> (3.933, -0.509)","Neves (MID, ~) ==> (3.933, -0.509)","Kilman (DEF, ~) ==> (2.933, -0.682)","Dawson (DEF, ~) ==> (2.933, -0.682)","Toti (DEF, ^^^) ==> (2.867, -0.698)"
EVE,-2,"McNeil (MID, ^^^) ==> (4.8, -0.417)","Iwobi (MID, ~) ==> (3.733, -0.536)","Pickford (GKP, v) ==> (3.6, -0.556)","A.Doucouré (MID, ^^^) ==> (3.067, -0.652)","Calvert-Lewin (FWD, ~) ==> (2.533, -0.79)"
AVL,-3,"Mings (DEF, vv) ==> (4.067, -0.738)","Douglas Luiz (MID, ^) ==> (4.0, -0.75)","Álex Moreno (DEF, v) ==> (3.6, -0.833)","Ramsey (MID, ~) ==> (3.533, -0.849)","Martínez (GKP, v) ==> (3.4, -0.882)"
NFO,-4,"Gibbs-White (MID, ^) ==> (5.067, -0.789)","Danilo (MID, ^) ==> (4.733, -0.845)","Awoniyi (FWD, ^^^) ==> (4.4, -0.909)","Johnson (FWD, ^^) ==> (3.0, -1.333)","Mangala (MID, ^^^) ==> (2.133, -1.875)"
LEE,-5,"Rodrigo (MID, ^) ==> (3.733, -1.339)","Harrison (MID, v) ==> (3.467, -1.442)","Bamford (FWD, ~) ==> (2.8, -1.786)","Sinisterra (MID, vv) ==> (2.333, -2.143)","Ayling (DEF, ^^^) ==> (2.133, -2.344)"
LEI,-6,"Maddison (MID, ^) ==> (4.4, -1.364)","Barnes (MID, ^^^) ==> (3.867, -1.552)","Castagne (DEF, vv) ==> (2.933, -2.046)","Vardy (FWD, vv) ==> (2.8, -2.143)","Iheanacho (FWD, vv) ==> (2.6, -2.308)"
SOU,-7,"Ward-Prowse (MID, ^^^) ==> (3.733, -1.875)","Alcaraz (MID, ^) ==> (3.533, -1.981)","Walcott (MID, ~) ==> (2.333, -3.0)","S.Armstrong (MID, ^^^) ==> (2.133, -3.282)","Lavia (MID, ^^) ==> (2.067, -3.387)"
CHE,-8,"Sterling (MID, ^^^) ==> (4.333, -1.846)","Badiashile (DEF, ^^) ==> (3.067, -2.608)","João Félix (FWD, ^^^) ==> (2.533, -3.158)","Madueke (MID, ~) ==> (2.533, -3.158)","Kanté (MID, ^) ==> (2.467, -3.243)"
