team,fplAdv_nxtGWs,fplPlayer1,fplPlayer2,fplPlayer3,fplPlayer4,fplPlayer5
MUN,-3,"Mazraoui (DEF, ?) ==> (4.3, 10.033)","Amad (MID, ?) ==> (3.3, 7.7)","Zirkzee (FWD, ?) ==> (3.3, 7.7)","Dalot (DEF, ?) ==> (3.0, 7.0)","Maguire (DEF, ?) ==> (2.7, 6.3)"
LEI,-4,"Buonanotte (MID, ?) ==> (4.3, 9.794)","A.Fatawu (MID, ?) ==> (4.0, 9.111)","Vardy (FWD, ?) ==> (3.7, 8.428)","Faes (DEF, ?) ==> (3.0, 6.833)","Ndidi (MID, ?) ==> (3.0, 6.833)"
BOU,-6,"Semenyo (MID, ?) ==> (6.3, 13.65)","Sinisterra (MID, ?) ==> (4.7, 10.183)","Tavernier (MID, ?) ==> (4.3, 9.317)","Cook (MID, ?) ==> (3.3, 7.15)","Kluivert (MID, ?) ==> (2.7, 5.85)"
CHE,-7,"Madueke (MID, ?) ==> (9.15, 19.317)","Palmer (MID, ?) ==> (8.3, 17.522)","N.Jackson (FWD, ?) ==> (6.0, 12.667)","João Félix (MID, ?) ==> (3.5, 7.389)","Enzo (MID, ?) ==> (2.0, 4.222)"
IPS,-8,"Delap (FWD, ?) ==> (3.7, 7.606)","Szmodics (MID, ?) ==> (3.0, 6.167)","Davis (DEF, ?) ==> (2.7, 5.55)","Ogbene (MID, ?) ==> (2.0, 4.111)","Hutchinson (MID, ?) ==> (1.7, 3.494)"
FUL,-15,"Adama (MID, ?) ==> (5.7, 9.5)","Smith Rowe (MID, ?) ==> (5.0, 8.333)","Robinson (DEF, ?) ==> (4.3, 7.167)","Iwobi (MID, ?) ==> (4.0, 6.667)","Leno (GKP, ?) ==> (3.0, 5.0)"
SOU,-15,"Sugawara (DEF, ?) ==> (3.3, 5.5)","McCarthy (GKP, ?) ==> (2.5, 4.167)","Aribo (MID, ?) ==> (2.0, 3.333)","Smallbone (MID, ?) ==> (1.7, 2.833)","Walker-Peters (DEF, ?) ==> (1.7, 2.833)"
EVE,-15,"Calvert-Lewin (FWD, ?) ==> (5.3, 8.833)","McNeil (MID, ?) ==> (3.3, 5.5)","Keane (DEF, ?) ==> (2.3, 3.833)","Gana (MID, ?) ==> (2.0, 3.333)","Harrison (MID, ?) ==> (1.7, 2.833)"
CRY,-20,"Eze (MID, ?) ==> (4.7, 6.528)","Henderson (GKP, ?) ==> (2.3, 3.194)","C.Doucouré (MID, ?) ==> (2.1, 2.917)","Muñoz (DEF, ?) ==> (2.0, 2.778)","Wharton (MID, ?) ==> (2.0, 2.778)"
WOL,-29,"Strand Larsen (FWD, ?) ==> (3.3, 2.933)","Bellegarde (MID, ?) ==> (3.0, 2.667)","Cunha (FWD, ?) ==> (3.0, 2.667)","Mario Jr. (MID, ?) ==> (3.0, 2.667)","Aït-Nouri (DEF, ?) ==> (1.3, 1.156)"
